N,artifact_prob,artifact_selected,candidate_count,clip_quantile,condition,energy_tail_gap,global_weight,invalid_low_energy_rate,method,mode_entropy,near_valid_prob,pool_true_score,pool_valid_rate,regime,score_execution_spearman,seed,selected_energy,selected_mode_frequency,selected_shortcut,selected_true_score,selected_valid,selection_index,shortcut_weight,trial
128,,1.0,128.0,,base,1.5170377363483176,,1.0,calibrated_clipped,4.768041538799551,,0.47265625,0.3828125,budget_sweep,0.1742812671671855,27,-1.406297505128029,0.0078125,1.0057648870458384,0.0,0.0,51,,3
128,,1.0,128.0,,base,2.0600859826621507,,1.0,diversity_constrained,4.768041538799551,,0.47265625,0.3828125,budget_sweep,0.1742812671671855,27,-1.9493457514418622,0.0078125,1.1049871474829196,0.33333333333333337,0.0,23,,3
256,,1.0,256.0,,base,2.0692384208685253,,1.0,min_energy,5.449030958438284,,0.5358072916666667,0.40234375,budget_sweep,0.27219043259327075,27,-1.9520000000000008,0.0078125,1.3500000000000003,0.0,0.0,24,,3
256,,0.0,256.0,,base,0.2773639647592454,,1.0,calibrated_clipped,5.449030958438284,,0.5358072916666667,0.40234375,budget_sweep,0.27219043259327075,27,-0.160125543890721,0.00390625,0.18998066845786998,1.0,1.0,205,,3
256,,1.0,256.0,,base,2.0665841723103866,,1.0,diversity_constrained,5.449030958438284,,0.5358072916666667,0.40234375,budget_sweep,0.27219043259327075,27,-1.9493457514418622,0.00390625,1.1049871474829196,0.33333333333333337,0.0,23,,3
512,,1.0,512.0,,base,2.1069910858815537,,1.0,min_energy,6.113451410945064,,0.5358072916666667,0.39453125,budget_sweep,0.3258486005252858,27,-1.9762841713918062,0.00390625,1.1408885920925431,0.33333333333333337,0.0,326,,3
512,,0.0,512.0,,base,0.21239534081937128,,1.0,calibrated_clipped,6.113451410945064,,0.5358072916666667,0.39453125,budget_sweep,0.3258486005252858,27,-0.08168842632962363,0.001953125,0.1550223223903457,1.0,1.0,429,,3
512,,1.0,512.0,,base,2.0800526659316096,,1.0,diversity_constrained,6.113451410945064,,0.5358072916666667,0.39453125,budget_sweep,0.3258486005252858,27,-1.9493457514418622,0.001953125,1.1049871474829196,0.33333333333333337,0.0,23,,3
1,,0.0,1.0,,base,0.0,,0.0,min_energy,-0.0,,1.0,1.0,budget_sweep,0.0,28,0.1369182892949828,1.0,0.08737990103811515,1.0,1.0,0,,0
1,,0.0,1.0,,base,0.0,,0.0,calibrated_clipped,-0.0,,1.0,1.0,budget_sweep,0.0,28,0.1369182892949828,1.0,0.08737990103811515,1.0,1.0,0,,0
1,,0.0,1.0,,base,0.0,,0.0,diversity_constrained,-0.0,,1.0,1.0,budget_sweep,0.0,28,0.1369182892949828,1.0,0.08737990103811515,1.0,1.0,0,,0
2,,1.0,2.0,,base,0.9601196278774685,,1.0,min_energy,0.6931471805599453,,0.5,0.5,budget_sweep,-1.0,28,-1.7833209664599543,0.5,1.1557836591956023,0.0,0.0,1,,0
2,,1.0,2.0,,base,0.9601196278774685,,1.0,calibrated_clipped,0.6931471805599453,,0.5,0.5,budget_sweep,-1.0,28,-1.7833209664599543,0.5,1.1557836591956023,0.0,0.0,1,,0
2,,1.0,2.0,,base,0.9601196278774685,,1.0,diversity_constrained,0.6931471805599453,,0.5,0.5,budget_sweep,-1.0,28,-1.7833209664599543,0.5,1.1557836591956023,0.0,0.0,1,,0
4,,1.0,4.0,,base,1.9160994018274273,,1.0,min_energy,1.3862943611198906,,0.7083333333333334,0.5,budget_sweep,-0.2,28,-1.7833209664599543,0.25,1.1557836591956023,0.0,0.0,1,,0
4,,0.0,4.0,,base,0.004139853927509679,,1.0,calibrated_clipped,1.3862943611198906,,0.7083333333333334,0.5,budget_sweep,-0.2,28,0.12863858143996343,0.25,0.10171007167277264,1.0,1.0,2,,0
4,,1.0,4.0,,base,1.9160994018274273,,1.0,diversity_constrained,1.3862943611198906,,0.7083333333333334,0.5,budget_sweep,-0.2,28,-1.7833209664599543,0.25,1.1557836591956023,0.0,0.0,1,,0
8,,1.0,8.0,,base,1.935801590001062,,1.0,min_energy,2.0794415416798357,,0.4791666666666667,0.25,budget_sweep,0.09523809523809523,28,-1.7833209664599543,0.125,1.1557836591956023,0.0,0.0,1,,0
8,,0.0,8.0,,base,0.023842042101144212,,1.0,calibrated_clipped,2.0794415416798357,,0.4791666666666667,0.25,budget_sweep,0.09523809523809523,28,0.12863858143996343,0.125,0.10171007167277264,1.0,1.0,2,,0
8,,1.0,8.0,,base,1.935801590001062,,1.0,diversity_constrained,2.0794415416798357,,0.4791666666666667,0.25,budget_sweep,0.09523809523809523,28,-1.7833209664599543,0.125,1.1557836591956023,0.0,0.0,1,,0
16,,1.0,16.0,,base,2.0426111680629853,,1.0,min_energy,2.772588722239781,,0.36458333333333337,0.25,budget_sweep,0.3941176470588235,28,-1.7833209664599543,0.0625,1.1557836591956023,0.0,0.0,1,,0
16,,0.0,16.0,,base,0.1306516201630677,,1.0,calibrated_clipped,2.772588722239781,,0.36458333333333337,0.25,budget_sweep,0.3941176470588235,28,0.12863858143996343,0.0625,0.10171007167277264,1.0,1.0,2,,0
16,,1.0,16.0,,base,2.0426111680629853,,1.0,diversity_constrained,2.772588722239781,,0.36458333333333337,0.25,budget_sweep,0.3941176470588235,28,-1.7833209664599543,0.0625,1.1557836591956023,0.0,0.0,1,,0
32,,1.0,32.0,,base,1.9884030530005226,,0.75,min_energy,3.4657359027997265,,0.42708333333333337,0.3125,budget_sweep,0.5443548387096774,28,-1.7833209664599543,0.03125,1.1557836591956023,0.0,0.0,1,,0
32,,0.0,32.0,,base,0.10589694422374919,,0.75,calibrated_clipped,3.4657359027997265,,0.42708333333333337,0.3125,budget_sweep,0.5443548387096774,28,0.09918514231681912,0.03125,0.11461677351008549,1.0,1.0,24,,0
32,,1.0,32.0,,base,1.9884030530005226,,0.75,diversity_constrained,3.4657359027997265,,0.42708333333333337,0.3125,budget_sweep,0.5443548387096774,28,-1.7833209664599543,0.03125,1.1557836591956023,0.0,0.0,1,,0
64,,1.0,64.0,,base,2.1124032200151523,,1.0,min_energy,4.137222233967175,,0.48958333333333326,0.359375,budget_sweep,0.4779761904761905,28,-1.9469009944685054,0.03125,1.0980807910889547,0.33333333333333337,0.0,38,,0
64,,0.0,64.0,,base,0.19912369335940344,,1.0,calibrated_clipped,4.137222233967175,,0.48958333333333326,0.359375,budget_sweep,0.4779761904761905,28,-0.03362146781275653,0.015625,0.15648384541798435,1.0,1.0,32,,0
64,,1.0,64.0,,base,2.1124032200151523,,1.0,diversity_constrained,4.137222233967175,,0.48958333333333326,0.359375,budget_sweep,0.4779761904761905,28,-1.9469009944685054,0.03125,1.0980807910889547,0.33333333333333337,0.0,38,,0
128,,1.0,128.0,,base,2.118515190983992,,1.0,min_energy,4.8195389898308685,,0.49609375,0.3671875,budget_sweep,0.4478575352499542,28,-1.9520000000000008,0.015625,1.3500000000000003,0.0,0.0,68,,0
128,,0.0,128.0,,base,0.16607207413524727,,1.0,calibrated_clipped,4.8195389898308685,,0.49609375,0.3671875,budget_sweep,0.4478575352499542,28,0.00044311684874386633,0.0078125,0.14206867546766438,1.0,1.0,117,,0
128,,1.0,128.0,,base,2.1134161854524964,,1.0,diversity_constrained,4.8195389898308685,,0.49609375,0.3671875,budget_sweep,0.4478575352499542,28,-1.9469009944685054,0.015625,1.0980807910889547,0.33333333333333337,0.0,38,,0
256,,1.0,256.0,,base,2.21234252065212,,1.0,min_energy,5.4943965952848615,,0.5104166666666667,0.390625,budget_sweep,0.3908567463950561,28,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,217,,0
256,,0.0,256.0,,base,0.1560092726029484,,1.0,calibrated_clipped,5.4943965952848615,,0.5104166666666667,0.390625,budget_sweep,0.3908567463950561,28,0.0009999147158380483,0.00390625,0.12974559096178964,1.0,1.0,241,,0
256,,1.0,256.0,,base,2.103910181787292,,1.0,diversity_constrained,5.4943965952848615,,0.5104166666666667,0.390625,budget_sweep,0.3908567463950561,28,-1.9469009944685054,0.0078125,1.0980807910889547,0.33333333333333337,0.0,38,,0
512,,1.0,512.0,,base,2.2021902260342716,,1.0,min_energy,6.145414215103052,,0.5205078125,0.37890625,budget_sweep,0.4049352655325528,28,-2.055333333333334,0.009765625,1.3500000000000003,0.16666666666666663,0.0,217,,0
512,,0.0,512.0,,base,0.18393987973490503,,1.0,calibrated_clipped,6.145414215103052,,0.5205078125,0.37890625,budget_sweep,0.4049352655325528,28,-0.037082987033967375,0.001953125,0.14509784302908177,1.0,1.0,372,,0
512,,1.0,512.0,,base,2.093757887169443,,1.0,diversity_constrained,6.145414215103052,,0.5205078125,0.37890625,budget_sweep,0.4049352655325528,28,-1.9469009944685054,0.005859375,1.0980807910889547,0.33333333333333337,0.0,38,,0
1,,1.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.0,0.0,budget_sweep,0.0,28,-1.3628218011994533,1.0,0.9343574259873263,0.0,0.0,0,,1
1,,1.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.0,0.0,budget_sweep,0.0,28,-1.3628218011994533,1.0,0.9343574259873263,0.0,0.0,0,,1
1,,1.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.0,0.0,budget_sweep,0.0,28,-1.3628218011994533,1.0,0.9343574259873263,0.0,0.0,0,,1
2,,1.0,2.0,,base,0.7476469548817826,,1.0,min_energy,0.6931471805599453,,0.5,0.5,budget_sweep,-1.0,28,-1.3628218011994533,0.5,0.9343574259873263,0.0,0.0,0,,1
2,,1.0,2.0,,base,0.7476469548817826,,1.0,calibrated_clipped,0.6931471805599453,,0.5,0.5,budget_sweep,-1.0,28,-1.3628218011994533,0.5,0.9343574259873263,0.0,0.0,0,,1
2,,1.0,2.0,,base,0.7476469548817826,,1.0,diversity_constrained,0.6931471805599453,,0.5,0.5,budget_sweep,-1.0,28,-1.3628218011994533,0.5,0.9343574259873263,0.0,0.0,0,,1
4,,1.0,4.0,,base,0.7930398799631144,,1.0,min_energy,1.3862943611198906,,0.25,0.25,budget_sweep,0.0,28,-1.4082147262807851,0.25,0.99480337724176,0.0,0.0,3,,1
4,,1.0,4.0,,base,0.7476469548817826,,1.0,calibrated_clipped,1.3862943611198906,,0.25,0.25,budget_sweep,0.0,28,-1.3628218011994533,0.25,0.9343574259873263,0.0,0.0,0,,1
4,,1.0,4.0,,base,0.7930398799631144,,1.0,diversity_constrained,1.3862943611198906,,0.25,0.25,budget_sweep,0.0,28,-1.4082147262807851,0.25,0.99480337724176,0.0,0.0,3,,1
8,,1.0,8.0,,base,1.6217924325724302,,1.0,min_energy,2.0794415416798357,,0.3541666666666667,0.25,budget_sweep,-0.047619047619047616,28,-1.4082147262807851,0.125,0.99480337724176,0.0,0.0,3,,1
8,,1.0,8.0,,base,1.5763995074910984,,1.0,calibrated_clipped,2.0794415416798357,,0.3541666666666667,0.25,budget_sweep,-0.047619047619047616,28,-1.3628218011994533,0.125,0.9343574259873263,0.0,0.0,0,,1
8,,1.0,8.0,,base,1.5763995074910984,,1.0,diversity_constrained,2.0794415416798357,,0.3541666666666667,0.25,budget_sweep,-0.047619047619047616,28,-1.3628218011994533,0.125,0.9343574259873263,0.0,0.0,0,,1
16,,1.0,16.0,,base,1.9221437529766126,,1.0,min_energy,2.772588722239781,,0.3541666666666667,0.25,budget_sweep,0.10294117647058823,28,-1.7319302258915412,0.0625,1.0890545933603704,0.0,0.0,13,,1
16,,1.0,16.0,,base,1.5530353282845246,,1.0,calibrated_clipped,2.772588722239781,,0.3541666666666667,0.25,budget_sweep,0.10294117647058823,28,-1.3628218011994533,0.0625,0.9343574259873263,0.0,0.0,0,,1
16,,1.0,16.0,,base,1.9221437529766126,,1.0,diversity_constrained,2.772588722239781,,0.3541666666666667,0.25,budget_sweep,0.10294117647058823,28,-1.7319302258915412,0.0625,1.0890545933603704,0.0,0.0,13,,1
32,,1.0,32.0,,base,2.1760042307417202,,1.0,min_energy,3.4657359027997265,,0.4166666666666667,0.25,budget_sweep,-0.2118768328445748,28,-2.055333333333334,0.03125,1.3500000000000003,0.16666666666666663,0.0,29,,1
32,,1.0,32.0,,base,1.4834926986078398,,1.0,calibrated_clipped,3.4657359027997265,,0.4166666666666667,0.25,budget_sweep,-0.2118768328445748,28,-1.3628218011994533,0.03125,0.9343574259873263,0.0,0.0,0,,1
32,,1.0,32.0,,base,2.1760042307417202,,1.0,diversity_constrained,3.4657359027997265,,0.4166666666666667,0.25,budget_sweep,-0.2118768328445748,28,-2.055333333333334,0.03125,1.3500000000000003,0.16666666666666663,0.0,29,,1
64,,1.0,64.0,,base,2.1992397295117403,,1.0,min_energy,4.137222233967175,,0.41406249999999994,0.265625,budget_sweep,0.16007326007326006,28,-2.055333333333334,0.015625,1.3500000000000003,0.16666666666666663,0.0,29,,1
64,,1.0,64.0,,base,1.6463584064750478,,1.0,calibrated_clipped,4.137222233967175,,0.41406249999999994,0.265625,budget_sweep,0.16007326007326006,28,-1.5024520102966414,0.015625,0.9299687236604818,0.33333333333333337,0.0,58,,1
64,,1.0,64.0,,base,2.1992397295117403,,1.0,diversity_constrained,4.137222233967175,,0.41406249999999994,0.265625,budget_sweep,0.16007326007326006,28,-2.055333333333334,0.015625,1.3500000000000003,0.16666666666666663,0.0,29,,1
128,,1.0,128.0,,base,2.20162871722138,,1.0,min_energy,4.8195389898308685,,0.43880208333333337,0.3046875,budget_sweep,0.17978048892144297,28,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,29,,1
128,,1.0,128.0,,base,1.6487473941846875,,1.0,calibrated_clipped,4.8195389898308685,,0.43880208333333337,0.3046875,budget_sweep,0.17978048892144297,28,-1.5024520102966414,0.0078125,0.9299687236604818,0.33333333333333337,0.0,58,,1
128,,1.0,128.0,,base,2.20162871722138,,1.0,diversity_constrained,4.8195389898308685,,0.43880208333333337,0.3046875,budget_sweep,0.17978048892144297,28,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,29,,1
256,,1.0,256.0,,base,2.18297895189011,,1.0,min_energy,5.459590986771088,,0.49934895833333337,0.35546875,budget_sweep,0.21645542458228428,28,-2.055333333333334,0.00390625,1.3500000000000003,0.16666666666666663,0.0,29,,1
256,,0.0,256.0,,base,0.3782967108523646,,1.0,calibrated_clipped,5.459590986771088,,0.49934895833333337,0.35546875,budget_sweep,0.21645542458228428,28,-0.2506510922955886,0.00390625,0.2538155174809961,1.0,1.0,135,,1
256,,1.0,256.0,,base,2.18297895189011,,1.0,diversity_constrained,5.459590986771088,,0.49934895833333337,0.35546875,budget_sweep,0.21645542458228428,28,-2.055333333333334,0.00390625,1.3500000000000003,0.16666666666666663,0.0,29,,1
512,,1.0,512.0,,base,2.1957121427235338,,1.0,min_energy,6.132177836641797,,0.5299479166666667,0.384765625,budget_sweep,0.3043066248669619,28,-2.055333333333334,0.001953125,1.3500000000000003,0.16666666666666663,0.0,29,,1
512,,0.0,512.0,,base,0.20305528183735644,,1.0,calibrated_clipped,6.132177836641797,,0.5299479166666667,0.384765625,budget_sweep,0.3043066248669619,28,-0.06267647244715635,0.001953125,0.17388798583725587,1.0,1.0,425,,1
512,,1.0,512.0,,base,2.1957121427235338,,1.0,diversity_constrained,6.132177836641797,,0.5299479166666667,0.384765625,budget_sweep,0.3043066248669619,28,-2.055333333333334,0.001953125,1.3500000000000003,0.16666666666666663,0.0,29,,1
1,,0.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.0,0.0,budget_sweep,0.0,28,0.48355841610415534,1.0,0.2018243057482412,0.0,0.0,0,,2
1,,0.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.0,0.0,budget_sweep,0.0,28,0.48355841610415534,1.0,0.2018243057482412,0.0,0.0,0,,2
1,,0.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.0,0.0,budget_sweep,0.0,28,0.48355841610415534,1.0,0.2018243057482412,0.0,0.0,0,,2
2,,0.0,2.0,,base,0.22429677921812372,,0.0,min_energy,0.6931471805599453,,0.5,0.5,budget_sweep,1.0,28,0.034964857667907884,0.5,0.12977725314479463,1.0,1.0,1,,2
2,,0.0,2.0,,base,0.22429677921812372,,0.0,calibrated_clipped,0.6931471805599453,,0.5,0.5,budget_sweep,1.0,28,0.034964857667907884,0.5,0.12977725314479463,1.0,1.0,1,,2
2,,0.0,2.0,,base,0.22429677921812372,,0.0,diversity_constrained,0.6931471805599453,,0.5,0.5,budget_sweep,1.0,28,0.034964857667907884,0.5,0.12977725314479463,1.0,1.0,1,,2
4,,0.0,4.0,,base,0.26258004834956017,,0.0,min_energy,1.3862943611198906,,0.5,0.5,budget_sweep,0.6,28,0.034964857667907884,0.25,0.12977725314479463,1.0,1.0,1,,2
4,,0.0,4.0,,base,0.26258004834956017,,0.0,calibrated_clipped,1.3862943611198906,,0.5,0.5,budget_sweep,0.6,28,0.034964857667907884,0.25,0.12977725314479463,1.0,1.0,1,,2
4,,0.0,4.0,,base,0.26258004834956017,,0.0,diversity_constrained,1.3862943611198906,,0.5,0.5,budget_sweep,0.6,28,0.034964857667907884,0.25,0.12977725314479463,1.0,1.0,1,,2
8,,1.0,8.0,,base,1.5067472143982592,,1.0,min_energy,2.0794415416798357,,0.5,0.5,budget_sweep,0.5238095238095238,28,-1.3640836202149988,0.125,0.9627758516806256,0.0,0.0,7,,2
8,,0.0,8.0,,base,0.11018246073346082,,1.0,calibrated_clipped,2.0794415416798357,,0.5,0.5,budget_sweep,0.5238095238095238,28,0.032481133449799596,0.125,0.12157491280484219,1.0,1.0,4,,2
8,,1.0,8.0,,base,1.5067472143982592,,1.0,diversity_constrained,2.0794415416798357,,0.5,0.5,budget_sweep,0.5238095238095238,28,-1.3640836202149988,0.125,0.9627758516806256,0.0,0.0,7,,2
16,,1.0,16.0,,base,2.042353610889843,,1.0,min_energy,2.772588722239781,,0.38541666666666663,0.375,budget_sweep,0.28823529411764703,28,-1.8763574201041135,0.0625,1.1445913986638911,0.16666666666666663,0.0,9,,2
16,,0.0,16.0,,base,0.13351505733593,,1.0,calibrated_clipped,2.772588722239781,,0.38541666666666663,0.375,budget_sweep,0.28823529411764703,28,0.032481133449799596,0.0625,0.12157491280484219,1.0,1.0,4,,2
16,,1.0,16.0,,base,2.042353610889843,,1.0,diversity_constrained,2.772588722239781,,0.38541666666666663,0.375,budget_sweep,0.28823529411764703,28,-1.8763574201041135,0.0625,1.1445913986638911,0.16666666666666663,0.0,9,,2
32,,1.0,32.0,,base,2.042353610889843,,1.0,min_energy,3.4657359027997265,,0.40625,0.3125,budget_sweep,0.4208211143695015,28,-1.8763574201041135,0.03125,1.1445913986638911,0.16666666666666663,0.0,9,,2
32,,0.0,32.0,,base,0.29560032180447987,,1.0,calibrated_clipped,3.4657359027997265,,0.40625,0.3125,budget_sweep,0.4208211143695015,28,-0.1296041310187503,0.03125,0.1753567116438608,1.0,1.0,27,,2
32,,1.0,32.0,,base,2.042353610889843,,1.0,diversity_constrained,3.4657359027997265,,0.40625,0.3125,budget_sweep,0.4208211143695015,28,-1.8763574201041135,0.03125,1.1445913986638911,0.16666666666666663,0.0,9,,2
64,,1.0,64.0,,base,2.1465845788641915,,1.0,min_energy,4.115561384574677,,0.375,0.25,budget_sweep,0.2696886446886447,28,-1.9520000000000008,0.03125,1.3500000000000003,0.0,0.0,37,,2
64,,0.0,64.0,,base,0.324188709882941,,1.0,calibrated_clipped,4.115561384574677,,0.375,0.25,budget_sweep,0.2696886446886447,28,-0.1296041310187503,0.015625,0.1753567116438608,1.0,1.0,27,,2
64,,1.0,64.0,,base,2.0724018275445792,,1.0,diversity_constrained,4.115561384574677,,0.375,0.25,budget_sweep,0.2696886446886447,28,-1.8778172486803886,0.015625,1.141237457393044,0.16666666666666663,0.0,43,,2
128,,1.0,128.0,,base,2.2161241863555023,,1.0,min_energy,4.8046206890114584,,0.48046875,0.3203125,budget_sweep,0.3739299121040103,28,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,110,,2
128,,0.0,128.0,,base,0.2903949840409186,,1.0,calibrated_clipped,4.8046206890114584,,0.48046875,0.3203125,budget_sweep,0.3739299121040103,28,-0.1296041310187503,0.0078125,0.1753567116438608,1.0,1.0,27,,2
128,,1.0,128.0,,base,2.2161241863555023,,1.0,diversity_constrained,4.8046206890114584,,0.48046875,0.3203125,budget_sweep,0.3739299121040103,28,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,110,,2
256,,1.0,256.0,,base,2.19993975280161,,1.0,min_energy,5.454446170786409,,0.482421875,0.34375,budget_sweep,0.34147259098191807,28,-2.055333333333334,0.0078125,1.3500000000000003,0.16666666666666663,0.0,110,,2
256,,0.0,256.0,,base,0.27421055048702625,,1.0,calibrated_clipped,5.454446170786409,,0.482421875,0.34375,budget_sweep,0.34147259098191807,28,-0.1296041310187503,0.00390625,0.1753567116438608,1.0,1.0,27,,2
256,,1.0,256.0,,base,2.071797853147212,,1.0,diversity_constrained,5.454446170786409,,0.482421875,0.34375,budget_sweep,0.34147259098191807,28,-1.927191433678936,0.00390625,1.1961896347630063,0.16666666666666663,0.0,166,,2
512,,1.0,512.0,,base,2.3060663165449498,,1.0,min_energy,6.13187618423274,,0.484375,0.35546875,budget_sweep,0.3764185363522963,28,-2.1586666666666665,0.00390625,1.3499999999999999,0.33333333333333337,0.0,277,,2
512,,0.0,512.0,,base,0.2306251834257098,,1.0,calibrated_clipped,6.13187618423274,,0.484375,0.35546875,budget_sweep,0.3764185363522963,28,-0.0832255335474268,0.001953125,0.1568033068997686,1.0,1.0,435,,2
512,,1.0,512.0,,base,2.3060663165449498,,1.0,diversity_constrained,6.13187618423274,,0.484375,0.35546875,budget_sweep,0.3764185363522963,28,-2.1586666666666665,0.00390625,1.3499999999999999,0.33333333333333337,0.0,277,,2
1,,0.0,1.0,,base,0.0,,1.0,min_energy,-0.0,,0.0,0.0,budget_sweep,0.0,28,0.6583997388178429,1.0,0.14309752629561934,0.0,0.0,0,,3
1,,0.0,1.0,,base,0.0,,1.0,calibrated_clipped,-0.0,,0.0,0.0,budget_sweep,0.0,28,0.6583997388178429,1.0,0.14309752629561934,0.0,0.0,0,,3
1,,0.0,1.0,,base,0.0,,1.0,diversity_constrained,-0.0,,0.0,0.0,budget_sweep,0.0,28,0.6583997388178429,1.0,0.14309752629561934,0.0,0.0,0,,3
2,,0.0,2.0,,base,0.31677131963753274,,0.0,min_energy,0.6931471805599453,,0.5,0.5,budget_sweep,1.0,28,0.024857099542777393,0.5,0.14451306934713848,1.0,1.0,1,,3
2,,0.0,2.0,,base,0.31677131963753274,,0.0,calibrated_clipped,0.6931471805599453,,0.5,0.5,budget_sweep,1.0,28,0.024857099542777393,0.5,0.14451306934713848,1.0,1.0,1,,3
2,,0.0,2.0,,base,0.31677131963753274,,0.0,diversity_constrained,0.6931471805599453,,0.5,0.5,budget_sweep,1.0,28,0.024857099542777393,0.5,0.14451306934713848,1.0,1.0,1,,3
4,,0.0,4.0,,base,0.1031906844103305,,0.0,min_energy,1.3862943611198906,,0.75,0.75,budget_sweep,0.2,28,0.024857099542777393,0.25,0.14451306934713848,1.0,1.0,1,,3
4,,0.0,4.0,,base,0.1031906844103305,,0.0,calibrated_clipped,1.3862943611198906,,0.75,0.75,budget_sweep,0.2,28,0.024857099542777393,0.25,0.14451306934713848,1.0,1.0,1,,3
4,,0.0,4.0,,base,0.1031906844103305,,0.0,diversity_constrained,1.3862943611198906,,0.75,0.75,budget_sweep,0.2,28,0.024857099542777393,0.25,0.14451306934713848,1.0,1.0,1,,3
8,,1.0,8.0,,base,1.4851521425429217,,1.0,min_energy,2.0794415416798357,,0.6458333333333334,0.5,budget_sweep,0.40476190476190477,28,-1.357104358589814,0.125,0.9548099280281962,0.16666666666666663,0.0,6,,3
8,,0.0,8.0,,base,0.22364512556623373,,1.0,calibrated_clipped,2.0794415416798357,,0.6458333333333334,0.5,budget_sweep,0.40476190476190477,28,-0.09559734161312584,0.125,0.1820812087765377,1.0,1.0,4,,3
8,,1.0,8.0,,base,1.4851521425429217,,1.0,diversity_constrained,2.0794415416798357,,0.6458333333333334,0.5,budget_sweep,0.40476190476190477,28,-1.357104358589814,0.125,0.9548099280281962,0.16666666666666663,0.0,6,,3
16,,1.0,16.0,,base,1.9497653034044355,,1.0,min_energy,2.772588722239781,,0.6979166666666666,0.5625,budget_sweep,0.2735294117647059,28,-1.8123257042054615,0.0625,1.0749917074697042,0.16666666666666663,0.0,11,,3
16,,0.0,16.0,,base,0.11258249965619668,,1.0,calibrated_clipped,2.772588722239781,,0.6979166666666666,0.5625,budget_sweep,0.2735294117647059,28,0.024857099542777393,0.0625,0.14451306934713848,1.0,1.0,1,,3
16,,1.0,16.0,,base,1.9497653034044355,,1.0,diversity_constrained,2.772588722239781,,0.6979166666666666,0.5625,budget_sweep,0.2735294117647059,28,-1.8123257042054615,0.0625,1.0749917074697042,0.16666666666666663,0.0,11,,3
32,,1.0,32.0,,base,2.1274011903814216,,0.75,min_energy,3.4657359027997265,,0.5833333333333333,0.46875,budget_sweep,0.5626832844574781,28,-1.952,0.03125,1.3499999999999999,0.0,0.0,18,,3
32,,0.0,32.0,,base,0.11532861469741215,,0.75,calibrated_clipped,3.4657359027997265,,0.5833333333333333,0.46875,budget_sweep,0.5626832844574781,28,0.060072575684009644,0.03125,0.11794118592843224,1.0,1.0,9,,3
32,,1.0,32.0,,base,2.1274011903814216,,0.75,diversity_constrained,3.4657359027997265,,0.5833333333333333,0.46875,budget_sweep,0.5626832844574781,28,-1.952,0.03125,1.3499999999999999,0.0,0.0,18,,3
64,,1.0,64.0,,base,2.1479612470729084,,1.0,min_energy,4.1588830833596715,,0.49739583333333337,0.359375,budget_sweep,0.5286172161172161,28,-1.952,0.015625,1.3499999999999999,0.0,0.0,18,,3
64,,0.0,64.0,,base,0.13588867138889865,,1.0,calibrated_clipped,4.1588830833596715,,0.49739583333333337,0.359375,budget_sweep,0.5286172161172161,28,0.060072575684009644,0.015625,0.11794118592843224,1.0,1.0,9,,3
64,,1.0,64.0,,base,2.0723186671770217,,1.0,diversity_constrained,4.1588830833596715,,0.49739583333333337,0.359375,budget_sweep,0.5286172161172161,28,-1.8763574201041135,0.015625,1.1445913986638911,0.16666666666666663,0.0,37,,3
128,,1.0,128.0,,base,2.1401671232236277,,1.0,min_energy,4.852030263919617,,0.48828125,0.34375,budget_sweep,0.44046420069584324,28,-1.952,0.0078125,1.3499999999999999,0.0,0.0,18,,3
128,,0.0,128.0,,base,0.1790457973945098,,1.0,calibrated_clipped,4.852030263919617,,0.48828125,0.34375,budget_sweep,0.44046420069584324,28,0.009121325829117781,0.0078125,0.1343178057804679,1.0,1.0,76,,3
128,,1.0,128.0,,base,2.0279366371593257,,1.0,diversity_constrained,4.852030263919617,,0.48828125,0.34375,budget_sweep,0.44046420069584324,28,-1.839769513935698,0.0078125,1.0939523702199614,0.16666666666666663,0.0,123,,3
256,,1.0,256.0,,base,2.2073826085380763,,1.0,min_energy,5.4869374448751564,,0.5540364583333334,0.3984375,budget_sweep,0.34833128290226595,28,-2.060693517774663,0.00390625,1.1167617288064515,0.5,0.0,149,,3
256,,0.0,256.0,,base,0.21123161369009852,,1.0,calibrated_clipped,5.4869374448751564,,0.5540364583333334,0.3984375,budget_sweep,0.34833128290226595,28,-0.06454252292668507,0.00390625,0.15324855596965584,1.0,1.0,197,,3
256,,1.0,256.0,,base,2.2073826085380763,,1.0,diversity_constrained,5.4869374448751564,,0.5540364583333334,0.3984375,budget_sweep,0.34833128290226595,28,-2.060693517774663,0.00390625,1.1167617288064515,0.5,0.0,149,,3
